league,team,season,Player_Name,Position,Age,Annual_Salary_GBP,Weekly_Salary_GBP
epl,watford,2018,Christian Kabasele,D,27,1560000,30000
epl,watford,2018,Craig Cathcart,D,29,1200000,23077
epl,watford,2018,Daryl Janmaat,D,29,2340000,45000
epl,watford,2018,Étienne Capoue,M,30,2080000,40000
epl,watford,2018,Gerard Deulofeu,F,24,3120000,60000
epl,watford,2018,Heurelho Gomes,GK,37,1820000,35000
epl,watford,2018,Isaac Success,F,22,1560000,30000
epl,watford,2018,José Holebas,D,34,1560000,30000
epl,watford,2018,Kiko Femenía,D,27,1040000,20000
epl,watford,2018,Marc Navarro,D,23,1196000,23000
epl,watford,2018,Miguel Britos,D,33,1300000,25000
epl,watford,2018,Nathaniel Chalobah,M,24,1820000,35000
epl,watford,2018,Roberto Pereyra,M,27,2340000,45000
epl,watford,2018,Sebastian Prodl,D,31,2340000,45000
epl,watford,2018,Stefano Okaka,F,29,1820000,35000
epl,watford,2018,Tom Cleverley,M,29,2600000,50000
epl,watford,2018,Troy Deeney,F,30,3380000,65000
epl,watford,2018,Will Hughes,M,23,1560000,30000
epl,watford,2018,Younes Kaboul,D,32,1820000,35000
epl,west-ham-united-fc,2018,Aaron Cresswell,D,28,2600000,50000
epl,west-ham-united-fc,2018,Adrian San Miguel del Castillo,GK,31,2600000,50000
epl,west-ham-united-fc,2018,Andrey Yarmolenko,F,29,5980000,115000
epl,west-ham-united-fc,2018,Andy Carroll,F,29,4680000,90000
epl,west-ham-united-fc,2018,Angelo Ogbonna,D,30,3640000,70000
epl,west-ham-united-fc,2018,Arthur Masuaku,D,25,2080000,40000
epl,west-ham-united-fc,2018,Carlos Sanchez,M,32,2600000,50000
epl,west-ham-united-fc,2018,Declan Rice,M,19,156000,3000
epl,west-ham-united-fc,2018,Fabián Balbuena,D,27,2080000,40000
epl,west-ham-united-fc,2018,Felipe Anderson,M,25,4420000,85000
epl,west-ham-united-fc,2018,Issa Diop,D,21,3484000,67000
epl,west-ham-united-fc,2018,Jack Wilshere,M,26,5200000,100000
epl,west-ham-united-fc,2018,Javier Hernández,F,30,7280000,140000
epl,west-ham-united-fc,2018,Lucas Pérez,F,30,4160000,80000
epl,west-ham-united-fc,2018,Lukasz Fabianski,GK,33,3380000,65000
epl,west-ham-united-fc,2018,Manuel Lanzini,M,25,3640000,70000
epl,west-ham-united-fc,2018,Mark Noble,M,31,2600000,50000
epl,west-ham-united-fc,2018,Marko Arnautovic,M,29,5200000,100000
epl,west-ham-united-fc,2018,Michail Antonio,M,28,3640000,70000
epl,west-ham-united-fc,2018,Pablo Zabaleta,D,33,3900000,75000
epl,west-ham-united-fc,2018,Pedro Obiang,M,26,2860000,55000
epl,west-ham-united-fc,2018,Reece Oxford,D,19,1040000,20000
epl,west-ham-united-fc,2018,Robert Snodgrass,M,31,2080000,40000
epl,west-ham-united-fc,2018,Ryan Fredericks,M,26,2080000,40000
epl,west-ham-united-fc,2018,Winston Reid,D,30,3640000,70000
epl,wolverhampton-wanderers-fc,2018,Adama Traoré,M,22,2236000,43000
epl,wolverhampton-wanderers-fc,2018,Conor Coady,D,25,780000,15000
epl,wolverhampton-wanderers-fc,2018,Diogo Jota,F,22,2340000,45000
epl,wolverhampton-wanderers-fc,2018,Dominic Iorfa,D,23,416000,8000
epl,wolverhampton-wanderers-fc,2018,Ethan EbanksLandell,D,25,156000,3000
epl,wolverhampton-wanderers-fc,2018,Hélder Costa,F,24,1690000,32500
epl,wolverhampton-wanderers-fc,2018,Ivan Cavaleiro,F,25,1450000,27885
epl,wolverhampton-wanderers-fc,2018,John Ruddy,GK,32,1820000,35000
epl,wolverhampton-wanderers-fc,2018,Jonny,D,24,1907000,36673
epl,wolverhampton-wanderers-fc,2018,João Moutinho,M,32,5200000,100000
epl,wolverhampton-wanderers-fc,2018,Kortney Hause,D,23,416000,8000
epl,wolverhampton-wanderers-fc,2018,Leander Dendoncker,M,23,1972000,37923
epl,wolverhampton-wanderers-fc,2018,Léo Bonatini,F,24,1820000,35000
epl,wolverhampton-wanderers-fc,2018,Matt Doherty,D,26,520000,10000
epl,wolverhampton-wanderers-fc,2018,Max Kilman,D,21,900000,17308
epl,wolverhampton-wanderers-fc,2018,Morgan Gibbs-White,M,18,78000,1500
epl,wolverhampton-wanderers-fc,2018,Romain Saïss,M,28,1144000,22000
epl,wolverhampton-wanderers-fc,2018,Rúben Neves,M,21,2600000,50000
epl,wolverhampton-wanderers-fc,2018,Ruben Vinagre,D,19,1560000,30000
epl,wolverhampton-wanderers-fc,2018,Rui Patricio,GK,30,5200000,100000
epl,wolverhampton-wanderers-fc,2018,Ryan Bennett,D,28,1040000,20000
epl,wolverhampton-wanderers-fc,2018,Will Norris,GK,25,156000,3000
epl,wolverhampton-wanderers-fc,2018,Willy Boly,D,27,3500000,67308
